Symbol	chrom	start	end
VPS26B	11	134094560	134117686
THYN1	11	134118172	134123260
ACAD8	11	134123433	134135746
GLB1L3	11	134146274	134189458
GLB1L2	11	134201767	134246218
B3GAT1	11	134248397	134281812
LOC283177	11	134306375	134375555
LOC100288778	12	87983	91263
FAM138D	12	147945	149412
IQSEC3	12	176048	287625
LOC574538	12	246576	258332
SLC6A12	12	299242	323371
SLC6A13	12	329786	372039
KDM5A	12	389222	498620
CCDC77	12	498515	551806
B4GALNT3	12	569542	671058
NINJ2	12	673461	772755
WNK1	12	862088	1020618
RAD52	12	1021254	1058863
ERC1	12	1100403	1605099
LOC100292680	12	1609656	1613590
FBXL14	12	1675158	1703331
WNT5B	12	1726221	1756378
MIR3649	12	1769480	1769546
ADIPOR2	12	1800246	1897845
CACNA2D4	12	1901122	2027870
LRTM2	12	1929432	1945918
LOC100271702	12	2038367	2045742
DCP1B	12	2055213	2113677
CACNA1C	12	2162415	2807115
LOC100652846	12	2785166	2800323
LOC283440	12	2870365	2880835
FKBP4	12	2904107	2914587
ITFG2	12	2921786	2934237
NRIP2	12	2934513	2944221
LOC100507424	12	2945981	2968961
FOXM1	12	2966846	2986321
C12orf32	12	2985423	2998691
TULP3	12	3000032	3050306
TEAD4	12	3068477	3149842
TSPAN9	12	3186520	3395730
PRMT8	12	3490514	3703138
EFCAB4B	12	3724493	3862366
PARP11	12	3918026	3982608
CCND2	12	4382901	4414522
C12orf5	12	4430358	4469190
FGF23	12	4477392	4488894
FGF6	12	4543307	4554780
C12orf4	12	4596900	4647637
RAD51AP1	12	4647949	4669213
DYRK4	12	4699243	4723041
AKAP3	12	4724673	4758213
NDUFA9	12	4758263	4796720
GALNT8	12	4829751	4881892
KCNA6	12	4918341	4960278
KCNA1	12	5019072	5027422
KCNA5	12	5153084	5155954
NTF3	12	5541279	5604465
ANO2	12	5671816	6055398
VWF	12	6058039	6233836
CD9	12	6309481	6347437
PLEKHG6	12	6419601	6437672
TNFRSF1A	12	6437922	6451283
SCNN1A	12	6456008	6486523
LTBR	12	6484533	6500737
LOC678655	12	6548166	6560683
CD27	12	6554050	6560884
TAPBPL	12	6561176	6571488
VAMP1	12	6571403	6579843
MRPL51	12	6601315	6602471
NCAPD2	12	6603297	6641132
SCARNA10	12	6619387	6619717
GAPDH	12	6643584	6647537
IFFO1	12	6648693	6665249
NOP2	12	6666035	6677498
CHD4	12	6679247	6716551
SCARNA11	12	6690638	6690775
LPAR5	12	6728000	6745297
ACRBP	12	6747241	6756580
ING4	12	6759703	6772308
ZNF384	12	6775642	6798738
C12orf53	12	6802956	6810009
COPS7A	12	6833149	6841041
MLF2	12	6857157	6862636
PTMS	12	6875540	6880118
LAG3	12	6881669	6887621
CD4	12	6898637	6929976
GPR162	12	6930962	6936583
LEPREL2	12	6937571	6949018
GNB3	12	6949374	6956557
CDCA3	12	6957971	6960456
USP5	12	6961284	6975795
TPI1	12	6976583	6980110
SPSB2	12	6980099	6982521
RPL13P5	12	6993144	6993768
DSTNP2	12	6993845	6994950
LRRC23	12	7013896	7023406
ENO2	12	7023613	7032859
ATN1	12	7033625	7051484
C12orf57	12	7053202	7055165
PTPN6	12	7055739	7070479
MIR200C	12	7072861	7072929
MIR141	12	7073259	7073354
PHB2	12	7074514	7079916
SCARNA12	12	7076499	7076769
EMG1	12	7079943	7085165
LPCAT3	12	7085346	7125842
C1S	12	7167979	7178335
C1R	12	7187514	7245043
C1RL	12	7247145	7261869
MATL2963	12	7260903	7274447
RBP5	12	7276279	7281466
CLSTN3	12	7282966	7311530
PEX5	12	7341758	7371169
ACSM4	12	7456927	7480969
CD163L1	12	7507556	7596749
CD163	12	7623411	7656414
APOBEC1	12	7801995	7818502
GDF3	12	7842380	7848360
DPPA3	12	7864088	7870152
CLEC4C	12	7882010	7902069
NANOGNB	12	7917811	7926717
NANOG	12	7941994	7948655
SLC2A14	12	7966396	8025495
SLC2A3	12	8071823	8088892
FOXJ2	12	8185358	8208118
C3AR1	12	8210918	8218955
NECAP1	12	8234806	8250373
CLEC4A	12	8276227	8291203
POU5F1P3	12	8286364	8287448
ZNF705A	12	8325149	8332642
FAM66C	12	8332804	8353596
FAM90A1	12	8373855	8380214
FAM86FP	12	8383644	8395542
LOC389634	12	8509559	8543348
CLEC6A	12	8608590	8630926
CLEC4D	12	8666135	8674960
CLEC4E	12	8685900	8693558
AICDA	12	8754761	8765442
MFAP5	12	8798539	8815433
RIMKLB	12	8850517	8929787
A2ML1	12	8975149	9029381
PHC1	12	9067315	9094060
M6PR	12	9092956	9102357
KLRG1	12	9142220	9163340
C12orf33	12	9208184	9217666
LOC144571	12	9217772	9220651
A2M	12	9220303	9268558
PZP	12	9301435	9360966
A2MP1	12	9381128	9386803
MIR1244-1	12	9392065	12264967
MIR1244-2	12	9392065	12264967
MIR1244-3	12	9392065	12264967
LOC100499405	12	9392598	9395645
LOC642846	12	9436252	9466684
DDX12P	12	9570286	9600768
KLRB1	12	9747869	9760497
LOC374443	12	9769879	9811010
CLEC2D	12	9822303	9852151
CLECL1	12	9868455	9885895
CD69	12	9905081	9913497
KLRF1	12	9980076	9997603
CLEC2B	12	10004967	10022458
KLRF2	12	10034087	10048432
CLEC2A	12	10065825	10084980
CLEC12A	12	10103914	10138194
CLEC1B	12	10145661	10151899
CLEC12B	12	10163230	10171399
CLEC9A	12	10183275	10218565
CLEC1A	12	10223079	10251605
CLEC7A	12	10269375	10282868
OLR1	12	10310898	10324790
C12orf59	12	10331556	10344403
GABARAPL1	12	10365488	10375724
KLRD1	12	10457049	10469850
KLRC4-KLRK1	12	10524951	10562745
KLRK1	12	10524951	10542653
KLRC4	12	10559982	10562356
KLRC3	12	10564913	10573194
KLRC2	12	10583205	10588592
KLRC1	12	10598637	10607215
KLRAP1	12	10741076	10752434
MAGOHB	12	10756363	10766208
STYK1	12	10771537	10826891
CSDA	12	10851675	10875953
TAS2R7	12	10954130	10955226
TAS2R8	12	10958649	10959579
TAS2R9	12	10961692	10962767
TAS2R10	12	10977944	10978868
PRH1-PRR4	12	10998447	11324224
PRR4	12	10998447	11002075
PRH1	12	11033559	11036874
TAS2R13	12	11060524	11062161
PRH2	12	11081833	11087444
TAS2R14	12	11090852	11091806
TAS2R50	12	11138511	11139511
TAS2R20	12	11148560	11150474
TAS2R19	12	11174270	11175170
TAS2R31	12	11182985	11184006
TAS2R46	12	11213963	11214893
TAS2R43	12	11243885	11244912
TAS2R30	12	11285883	11286843
LOC100129361	12	11323779	11328619
TAS2R42	12	11338598	11339543
PRB3	12	11418856	11422641
PRB4	12	11460014	11463369
PRB1	12	11504756	11508524
PRB2	12	11544473	11548498
LOC338817	12	11700963	11717335
ETV6	12	11802787	12048325
BCL2L14	12	12223877	12252627
LRP6	12	12268960	12419811
MANSC1	12	12482217	12503169
LOH12CR2	12	12508341	12510001
LOH12CR1	12	12510019	12619838
DUSP16	12	12626215	12715448
CREBL2	12	12764830	12798041
GPR19	12	12813994	12849121
CDKN1B	12	12870301	12875305
APOLD1	12	12878850	12944399
MIR613	12	12917582	12917677
DDX47	12	12966279	12982915
RPL13AP20	12	13028410	13029070
GPRC5A	12	13043955	13066600
MIR614	12	13068762	13068852
GPRC5D	12	13093708	13103318
HEBP1	12	13127798	13153243
LOC100506314	12	13132770	13137576
HTR7P1	12	13153375	13157764
KIAA1467	12	13197314	13236383
GSG1	12	13236470	13256630
EMP1	12	13349601	13369708
C12orf36	12	13523604	13529679
GRIN2B	12	13714409	14133022
ATF7IP	12	14518610	14651697
PLBD1	12	14656596	14720791
GUCY2C	12	14765567	14849519
HIST4H4	12	14923653	14924065
H2AFJ	12	14927269	14930936
WBP11	12	14939411	14956401
C12orf60	12	14956505	14976791
C12orf69	12	14957583	14967116
ART4	12	14982244	14996413
MGP	12	15034114	15038853
ERP27	12	15066975	15091463
ARHGDIB	12	15094949	15114562
PDE6H	12	15125955	15134799
RERG	12	15260715	15374411
PTPRO	12	15475190	15751265
EPS8	12	15773074	15942510
STRAP	12	16035287	16056410
DERA	12	16064185	16190315
SLC15A5	12	16341418	16430619
MGST1	12	16500075	16530123
LMO3	12	16701305	16761148
SKP1P2	12	17141680	17143562
MIR3974	12	17826232	17826328
RERGL	12	18233802	18243114
PIK3C2G	12	18414473	18801352
PLCZ1	12	18836109	18890993
CAPZA3	12	18891044	18892122
PLEKHA5	12	19282625	19529333
AEBP2	12	19592607	19675173
LOC100506393	12	20167618	20251802
PDE3A	12	20522178	20837041
SLCO1C1	12	20848288	20906320
SLCO1B3	12	20963637	21069843
SLCO1B7	12	21168629	21243040
SLCO1B1	12	21284127	21392730
SLCO1A2	12	21417533	21548371
IAPP	12	21525801	21532914
PYROXD1	12	21590537	21624182
RECQL	12	21621843	21654603
GOLT1B	12	21654698	21671337
C12orf39	12	21679255	21684210
GYS2	12	21689122	21757781
LDHB	12	21788274	21810789
KCNJ8	12	21917888	21927755
ABCC9	12	21950323	22089628
CMAS	12	22199109	22218606
ST8SIA1	12	22346324	22487648
KIAA0528	12	22601517	22697452
ETNK1	12	22778075	22843608
SOX5	12	23685230	24715383
MIR920	12	24365354	24365429
LINC00477	12	24719897	24737102
BCAT1	12	24962957	25102393
C12orf77	12	25146364	25150373
LRMP	12	25205180	25261269
CASC1	12	25261222	25348094
LYRM5	12	25348149	25357949
KRAS	12	25358179	25403854
IFLTD1	12	25629015	25801496
MIR4302	12	26026952	26027012
LOC100506451	12	26107587	26112375
RASSF8	12	26111963	26232825
BHLHE41	12	26272958	26278003
SSPN	12	26348268	26387708
ITPR2	12	26488284	26986131
ASUN	12	27058111	27091254
FGFR1OP2	12	27091304	27119581
TM7SF3	12	27124505	27167339
MED21	12	27175454	27183606
C12orf71	12	27233989	27235455
STK38L	12	27397077	27478890
ARNTL2	12	27485786	27578746
C12orf70	12	27619742	27655118
PPFIBP1	12	27677044	27848497
REP15	12	27849427	27850566
MRPS35	12	27863705	27909237
MANSC4	12	27915598	27924209
KLHDC5	12	27933186	27955973
PTHLH	12	28111016	28124916
CCDC91	12	28410132	28703099
FAR2	12	29301935	29488549
ERGIC2	12	29493578	29534143
OVCH1	12	29580488	29650619
TMTC1	12	29653745	29937692
IPO8	12	30781914	30848929
CAPRIN2	12	30862485	30907448
LOC100287314	12	30948614	30955645
TSPAN11	12	31079837	31149537
LOC100506660	12	31173696	31226781
DDX11	12	31226778	31257725
FAM60A	12	31433519	31479159
FLJ13224	12	31477249	31478879
DENND5B	12	31535156	31743952
METTL20	12	31800093	31822016
AMN1	12	31824070	31882108
H3F3C	12	31944118	31945175
C12orf35	12	32112352	32146043
BICD1	12	32260184	32531141
FGD4	12	32655040	32798984
DNM1L	12	32832133	32898584
YARS2	12	32899477	32908887
PKP2	12	32943679	33049780
SYT10	12	33528347	33592754
ALG10	12	34175215	34181236
ALG10B	12	38710556	38723528
CPNE8	12	39046001	39299420
KIF21A	12	39687029	39837192
ABCD2	12	39945021	40013843
C12orf40	12	40019971	40115720
SLC2A13	12	40148822	40499661
LRRK2	12	40618812	40763086
CNTN1	12	41086243	41466213
PDZRN4	12	41582249	41968392
GXYLT1	12	42475647	42538673
YAF2	12	42550906	42632154
ZCRB1	12	42705887	42719932
PPHLN1	12	42719946	42842422
PRICKLE1	12	42852139	42983572
ADAMTS20	12	43748011	43945724
PUS7L	12	44122409	44152620
IRAK4	12	44152746	44183346
TWF1	12	44187525	44200178
TMEM117	12	44229961	44783541
NELL2	12	44902057	45307711
DBX2	12	45408538	45444882
RACGAP1P	12	45456400	45459194
PLEKHA8P1	12	45566816	45609789
RNY5	12	45580873	45581252
ANO6	12	45609769	45834187
LOC400027	12	46119502	46121704
ARID2	12	46123619	46301819
SCAF11	12	46312913	46384401
SLC38A1	12	46576839	46663208
SLC38A2	12	46751970	46766645
SLC38A4	12	47158543	47219780
AMIGO2	12	47469489	47473734
MIR4698	12	47581594	47581674
LOC100233209	12	47602202	47610226
FAM113B	12	47610051	47630443
RPAP3	12	48055714	48099844
ENDOU	12	48103517	48119355
RAPGEF3	12	48128452	48152889
SLC48A1	12	48166966	48176536
HDAC7	12	48176506	48213763
VDR	12	48235319	48298814
TMEM106C	12	48357329	48362661
COL2A1	12	48366747	48398285
SENP1	12	48436680	48500091
PFKM	12	48499655	48540187
ASB8	12	48541571	48551377
C12orf68	12	48577365	48579709
OR10AD1	12	48596121	48597075
H1FNT	12	48722762	48724062
ZNF641	12	48733792	48745029
ANP32D	12	48866447	48866843
C12orf54	12	48876285	48890297
OR8S1	12	48919414	48921886
LALBA	12	48961466	48963829
KANSL2	12	49046994	49076035
SNORA34	12	49048164	49048301
MIR1291	12	49048226	49048313
SNORA2A	12	49050430	49050565
SNORA2B	12	49061239	49061376
CCNT1	12	49082240	49110781
LOC255411	12	49121217	49159569
ADCY6	12	49159974	49182820
MIR4701	12	49165757	49165820
CACNB3	12	49208214	49222726
DDX23	12	49223538	49245957
RND1	12	49250915	49259653
CCDC65	12	49297892	49315359
FKBP11	12	49315741	49319330
ARF3	12	49329991	49351252
WNT10B	12	49359122	49365641
WNT1	12	49372235	49376396
DDN	12	49388932	49393088
PRKAG1	12	49396054	49412629
MLL2	12	49412757	49449107
RHEBL1	12	49458467	49463775
DHH	12	49483205	49488602
LMBR1L	12	49490922	49504680
TUBA1B	12	49521566	49525304
TUBA1A	12	49578577	49583107
TUBA1C	12	49658864	49667113
PRPH	12	49688908	49692481
TROAP	12	49716970	49725514
C1QL4	12	49726199	49730971
DNAJC22	12	49741040	49745685
SPATS2	12	49760687	49921207
LOC100335030	12	49782956	49786116
KCNH3	12	49932939	49952077
MCRS1	12	49952076	49961928
FAM186B	12	49976657	49999433
PRPF40B	12	50017196	50038452
FMNL3	12	50031723	50101197
TMBIM6	12	50135292	50158717
NCKAP5L	12	50184928	50222208
LOC100286844	12	50222325	50234937
BCDIN3D	12	50229825	50236912
FAIM2	12	50260678	50297760
LOC283332	12	50302665	50305646
AQP2	12	50344523	50352664
AQP5	12	50355278	50359465
AQP6	12	50366619	50370922
RACGAP1	12	50382944	50419307
ACCN2	12	50451419	50477405
SMARCD1	12	50478982	50494494
GPD1	12	50497601	50505103
C12orf62	12	50505763	50514240
CERS5	12	50523580	50561097
LIMA1	12	50569562	50677353
MIR1293	12	50627924	50627995
FAM186A	12	50721094	50790405
LARP4	12	50794591	50873788
DIP2B	12	50898767	51142450
ATF1	12	51157788	51214943
TMPRSS12	12	51236700	51281663
METTL7A	12	51318533	51326300
HIGD1C	12	51347781	51364289
SLC11A2	12	51373565	51422058
LETMD1	12	51442081	51454207
CSRNP2	12	51454987	51477454
TFCP2	12	51487538	51566926
POU6F1	12	51580718	51611477
DAZAP2	12	51632507	51640501
SMAGP	12	51639132	51664202
BIN2	12	51674821	51717938
CELA1	12	51722226	51740463
GALNT6	12	51745832	51785200
SLC4A8	12	51785100	51909547
SCN8A	12	51985019	52206648
FIGNL2	12	52211675	52225701
ANKRD33	12	52281792	52285505
ACVRL1	12	52301201	52317145
ACVR1B	12	52345450	52390863
GRASP	12	52400728	52409673
NR4A1	12	52416615	52453291
C12orf44	12	52463757	52471279
KRT80	12	52562779	52585784
LOC283403	12	52599364	52604639
LOC283404	12	52604713	52617597
KRT7	12	52626953	52642709
KRT81	12	52679696	52685299
KRT86	12	52695648	52702947
KRT83	12	52708084	52715182
KRT85	12	52753789	52761309
KRT84	12	52771595	52779417
KRT82	12	52787734	52800176
KRT75	12	52817853	52828110
KRT6B	12	52840434	52845910
KRT6C	12	52862299	52867569
KRT6A	12	52880957	52887181
KRT5	12	52908358	52914243
KRT71	12	52937692	52946931
KRT74	12	52959602	52967609
KRT72	12	52979372	52995322
KRT73	12	53001353	53012343
KRT2	12	53038341	53045959
KRT1	12	53068519	53074191
KRT77	12	53083410	53097247
KRT76	12	53161938	53171129
KRT3	12	53183468	53189892
KRT4	12	53200326	53207900
KRT79	12	53215230	53228077
KRT78	12	53232745	53242778
KRT8	12	53290970	53343650
KRT18	12	53342654	53346685
EIF4B	12	53400061	53435993
LOC283335	12	53436972	53448222
TENC1	12	53440809	53458162
SPRYD3	12	53458099	53473204
IGFBP6	12	53491435	53496128
SOAT2	12	53497273	53518323
CSAD	12	53551446	53574693
ZNF740	12	53574534	53584654
ITGB7	12	53585106	53601000
RARG	12	53604349	53626040
MFSD5	12	53645369	53648190
ESPL1	12	53662082	53687427
PFDN5	12	53689234	53693234
C12orf10	12	53693469	53700965
AAAS	12	53701239	53715412
SP7	12	53720359	53730004
SP1	12	53773978	53810226
AMHR2	12	53817638	53825318
PRR13	12	53835432	53840427
PCBP2	12	53845885	53874946
MAP3K12	12	53874275	53893444
TARBP2	12	53894704	53900215
NPFF	12	53900473	53901422
ATF7	12	53901639	54020199
LOC100652999	12	53907767	53911392
ATP5G2	12	54058943	54070512
CALCOCO1	12	54104901	54121307
HOXC13	12	54332575	54340328
HOXC12	12	54348713	54350350
HOTAIR	12	54356091	54368740
HOXC11	12	54366909	54370203
HOXC10	12	54378945	54384062
MIR196A2	12	54385521	54385631
HOXC9	12	54393876	54397120
HOXC8	12	54402889	54406545
HOXC4	12	54410641	54449814
HOXC5	12	54410641	54429144
HOXC6	12	54410641	54424607
MIR615	12	54427733	54427829
FLJ12825	12	54452037	54516018
LOC100240735	12	54472622	54475607
LOC100240734	12	54495992	54496483
LOC400043	12	54519854	54526626
SMUG1	12	54574141	54582778
CBX5	12	54624730	54673915
MIR3198-2	12	54625180	54625260
HNRNPA1	12	54674487	54679030
HNRNPA1P10	12	54674532	54678663
NFE2	12	54685890	54694821
COPZ1	12	54718873	54745635
MIR148B	12	54730999	54731098
GPR84	12	54756228	54758270
ZNF385A	12	54762919	54785083
ITGA5	12	54789044	54813050
GTSF1	12	54849735	54867386
NCKAP1L	12	54891494	54936899
PDE1B	12	54943176	54973023
PPP1R1A	12	54973023	54982443
GLYCAM1	12	55001970	55004246
LACRT	12	55024622	55028663
DCD	12	55038374	55042149
MUCL1	12	55248298	55252174
KIAA0748	12	55342086	55378530
NEUROD4	12	55413728	55423801
OR9K2	12	55523552	55524560
OR10A7	12	55614808	55615759
OR6C74	12	55641071	55642010
OR6C6	12	55688071	55689016
OR6C1	12	55714383	55715322
OR6C3	12	55725484	55726420
OR6C75	12	55758894	55759833
OR6C65	12	55794312	55795251
OR6C76	12	55820037	55820976
OR6C2	12	55845997	55846936
OR6C70	12	55862983	55863922
OR6C68	12	55886161	55887100
OR6C4	12	55945010	55945940
OR10P1	12	56030675	56031617
METTL7B	12	56075329	56078394
ITGA7	12	56078353	56106089
BLOC1S1	12	56109817	56113491
BLOC1S1-RDH5	12	56109817	56118526
RDH5	12	56114150	56118526
CD63	12	56119226	56123457
GDF11	12	56137063	56146665
SARNP	12	56146246	56211540
ORMDL2	12	56211805	56214959
DNAJC14	12	56214743	56223420
TMEM198B	12	56223391	56230030
MMP19	12	56229213	56236767
WIBG	12	56295196	56321697
DGKA	12	56324945	56347807
PMEL	12	56347888	56360496
CDK2	12	56360555	56366568
RAB5B	12	56367696	56390467
SUOX	12	56391042	56399309
IKZF4	12	56414688	56432219
RPS26	12	56435685	56438007
ERBB3	12	56473808	56497291
PA2G4	12	56498102	56507694
RPL41	12	56510373	56511616
ZC3H10	12	56512029	56516278
ESYT1	12	56521985	56538460
MYL6B	12	56546203	56551771
MYL6	12	56552044	56555366
SMARCC2	12	56555635	56583351
RNF41	12	56596287	56615753
OBFC2B	12	56618124	56623638
SLC39A5	12	56623819	56631629
ANKRD52	12	56631590	56652143
COQ10A	12	56660641	56664750
CS	12	56665482	56694175
CNPY2	12	56704212	56710128
PAN2	12	56710006	56727837
IL23A	12	56732662	56734194
STAT2	12	56735381	56754037
APOF	12	56754354	56756583
TIMELESS	12	56810156	56843200
MIP	12	56843285	56848435
SPRYD4	12	56862300	56864767
GLS2	12	56864735	56882181
RBMS2	12	56915608	56989980
BAZ2A	12	56989379	57030163
ATP5B	12	57031958	57039852
SNORD59B	12	57037463	57037538
SNORD59A	12	57038810	57038885
PTGES3	12	57057124	57082078
NACA	12	57106210	57119326
PRIM1	12	57125363	57146146
HSD17B6	12	57157107	57181574
SDR9C7	12	57316937	57328189
RDH16	12	57345215	57351418
GPR182	12	57388354	57390469
ZBTB39	12	57392616	57400297
TAC3	12	57403780	57410344
MYO1A	12	57422300	57444549
TMEM194A	12	57449425	57472574
NAB2	12	57482676	57489259
STAT6	12	57489186	57505196
LRP1	12	57522281	57607125
MIR1228	12	57588286	57588359
NXPH4	12	57610577	57620232
SHMT2	12	57623355	57628718
NDUFA4L2	12	57628685	57634475
STAC3	12	57637241	57644969
R3HDM2	12	57647547	57704246
INHBC	12	57828542	57844609
INHBE	12	57849095	57851791
GLI1	12	57853917	57866047
ARHGAP9	12	57866037	57873633
MARS	12	57881735	57910438
DDIT3	12	57910370	57914300
MBD6	12	57916658	57923931
DCTN2	12	57923832	57941114
KIF5A	12	57943846	57978554
PIP4K2C	12	57984941	57997211
DTX3	12	57998603	58003583
ARHGEF25	12	58003962	58011028
SLC26A10	12	58013692	58019934
B4GALNT1	12	58019677	58027022
OS9	12	58087737	58115340
AGAP2	12	58118075	58135944
LOC100130776	12	58120022	58122139
TSPAN31	12	58138783	58142026
CDK4	12	58141509	58146230
MARCH9	12	58148880	58154193
CYP27B1	12	58156116	58160976
METTL1	12	58162350	58165914
METTL21B	12	58166382	58176324
TSFM	12	58176527	58196639
AVIL	12	58191159	58209852
CTDSP2	12	58213709	58240747
MIR26A2	12	58218391	58218475
LOC100506844	12	58325231	58329947
XRCC6BP1	12	58335444	58351052
LRIG3	12	59265936	59314319
SLC16A7	12	59989820	60183635
FAM19A2	12	62102028	62586620
USP15	12	62654120	62803501
MON2	12	62860596	62991363
C12orf61	12	62995530	62997214
MIRLET7I	12	62997465	62997549
PPM1H	12	63037762	63328665
AVPR1A	12	63536538	63546590
DPY19L2	12	63952692	64062354
TMEM5	12	64173582	64203338
SRGAP1	12	64238540	64541613
C12orf66	12	64586418	64616076
C12orf56	12	64660762	64784345
XPOT	12	64798152	64842463
TBK1	12	64845839	64895899
RASSF3	12	65004292	65091347
MIR548C	12	65016288	65016385
MIR548Z	12	65016288	65016385
GNS	12	65107221	65153226
TBC1D30	12	65218351	65274798
FLJ41278	12	65277553	65371302
WIF1	12	65444403	65515346
LEMD3	12	65563350	65642141
MSRB3	12	65672422	65860687
RPSAP52	12	66151799	66220754
HMGA2	12	66218239	66360071
LLPH	12	66516848	66524533
TMBIM4	12	66530716	66563807
IRAK3	12	66582977	66648394
HELB	12	66696334	66737423
GRIP1	12	66741210	67072925
CAND1	12	67663060	67708388
DYRK2	12	68042511	68056444
IFNG	12	68548549	68553521
IL26	12	68595128	68619571
IL22	12	68642024	68647281
MDM1	12	68688345	68726161
RAP1B	12	69004618	69054385
SNORA70G	12	69021013	69021155
LOC100507250	12	69068150	69080639
NUP107	12	69080730	69136473
SLC35E3	12	69139935	69159853
MDM2	12	69201951	69239324
CPM	12	69244955	69357020
CPSF6	12	69633316	69668138
MIR1279	12	69666936	69666998
LYZ	12	69742133	69748013
YEATS4	12	69753531	69784576
FRS2	12	69864128	69973571
MIR3913-1	12	69978501	69978603
MIR3913-2	12	69978502	69978602
CCT2	12	69979207	69995357
LRRC10	12	70002344	70004942
BEST3	12	70047388	70093196
RAB3IP	12	70132465	70216984
CNOT2	12	70636773	70748773
KCNMB4	12	70760061	70828072
PTPRB	12	70910631	71031220
PTPRR	12	71031852	71314584
TSPAN8	12	71518876	71551779
LGR5	12	71833549	71980088
ZFC3H1	12	72003378	72057749
THAP2	12	72057676	72074428
TMEM19	12	72079877	72097839
RAB21	12	72148657	72181150
TBC1D15	12	72233486	72320629
MRS2P2	12	72242073	72244763
TPH2	12	72332625	72426221
LOC283392	12	72647286	72667289
TRHDE	12	72666528	73059422
LOC100507377	12	74526955	74686411
ATXN7L3B	12	74931550	74935232
KCNC2	12	75433857	75603528
CAPS2	12	75669758	75723836
GLIPR1L1	12	75728462	75764169
GLIPR1L2	12	75784849	75826177
GLIPR1	12	75874512	75895716
KRR1	12	75891418	75905418
PHLDA1	12	76419226	76425556
NAP1L1	12	76438671	76478738
BBS10	12	76738265	76742222
OSBPL8	12	76745577	76953589
ZDHHC17	12	77157853	77247474
CSRP2	12	77252495	77272799
E2F7	12	77415025	77459360
NAV3	12	78225068	78606790
SYT1	12	79257772	79845788
MIR1252	12	79813036	79813101
PAWR	12	79985744	80084790
PPP1R12A	12	80167342	80329235
OTOGL	12	80603232	80772870
PTPRQ	12	80838125	81073968
MYF6	12	81101407	81103256
MYF5	12	81110707	81113447
LIN7A	12	81191170	81331694
MIR617	12	81226311	81226408
MIR618	12	81329514	81329612
ACSS3	12	81471808	81649582
MIR4699	12	81552166	81552240
PPFIA2	12	81652044	82153109
CCDC59	12	82746082	82752584
C12orf26	12	82752275	82873016
TMTC2	12	83080933	83528067
SLC6A15	12	85253266	85306608
TSPAN19	12	85408093	85430055
LRRIQ1	12	85430098	85638883
ALX1	12	85674035	85695561
RASSF9	12	86198330	86230318
NTS	12	86268072	86276770
MGAT4C	12	86373036	87232681
MIR548AL	12	86946651	86946729
MKRN9P	12	88176662	88178488
C12orf50	12	88373815	88423176
C12orf29	12	88429267	88443937
CEP290	12	88442789	88535993
TMTC3	12	88536072	88593664
KITLG	12	88886569	88974250
LOC728084	12	89404902	89413469
DUSP6	12	89741836	89746296
POC1B	12	89813497	89920039
GALNT4	12	89913189	89918583
POC1B-GALNT4	12	89913189	89920039
ATP2B1	12	89981825	90049844
LOC338758	12	90102731	90105729
C12orf37	12	91311799	91342446
C12orf12	12	91345991	91348953
EPYC	12	91357455	91398803
KERA	12	91444270	91452131
LUM	12	91497231	91505542
DCN	12	91539034	91576806
BTG1	12	92534053	92539673
CLLU1OS	12	92813869	92821924
CLLU1	12	92815306	92824778
C12orf74	12	93096618	93102325
PLEKHG7	12	93130264	93165868
EEA1	12	93166284	93323107
LOC643339	12	93397533	93771512
NUDT4	12	93771700	93797024
NUDT4P1	12	93771745	93796052
UBE2N	12	93802087	93836026
MRPL42	12	93861265	93897548
LOC144481	12	93959403	93965174
SOCS2	12	93963597	93970521
CRADD	12	94071150	94244531
PLXNC1	12	94542498	94701451
CCDC41	12	94702055	94853764
LOC144486	12	94853778	94856344
TMCC3	12	94960899	95044324
MIR492	12	95228173	95228289
KRT19P2	12	95228229	95228804
NDUFA12	12	95365103	95397489
NR2C1	12	95414004	95467404
FGD6	12	95470524	95611240
VEZT	12	95611521	95696566
MIR331	12	95702195	95702289
MIR3685	12	95703698	95703760
METAP2	12	95867821	95909613
USP44	12	95910335	95945263
NTN4	12	96051582	96184536
SNRPF	12	96252708	96260238
CCDC38	12	96260825	96336428
AMDHD1	12	96337070	96362370
HAL	12	96366439	96390143
LTA4H	12	96394530	96437298
ELK3	12	96588206	96661606
CDK17	12	96672038	96794366
NEDD1	12	97301000	97347469
RMST	12	97858798	97927544
MIR1251	12	97885686	97885756
MIR135A2	12	97957589	97957689
MIR4303	12	98389160	98389226
SLC9A7P1	12	98847618	98850923
LOC643770	12	98879321	98897633
LOC100128191	12	98906750	98910004
TMPO	12	98909350	98944157
SLC25A3	12	98987402	98995778
SNORA53	12	98993412	98993662
IKBIP	12	99007181	99038829
APAF1	12	99039077	99129211
ANKS1B	12	99128568	100378432
FAM71C	12	100041527	100043892
UHRF1BP1L	12	100430862	100536642
GOLGA2P5	12	100550174	100567121
MIR1827	12	100583661	100583727
ACTR6	12	100593864	100618202
DEPDC4	12	100646041	100660857
SCYL2	12	100661548	100733914
SLC17A8	12	100750856	100815837
NR1H4	12	100867550	100957645
GAS2L3	12	100967488	101018685
ANO4	12	101188373	101522419
SLC5A8	12	101549993	101604016
UTP20	12	101673904	101780397
ARL1	12	101786902	101801572
